"Series","Name","Rate Card Name","Rate Card Filtered Name","Operating System","Rate Card Priority","Tier","Cores","Memory","Disk Count","OS Disk Size GB","Cache Disk Size GB","Cost Per Hour","Cost Per Month"
"Edv4 Series","Standard_E48d_v4","E48d_v4","E48d v4","Windows","Standard","Standard","48","384","32","1023","1800","5.664","4191.360"
"BS Series","Standard_B12ms","B12ms","B12ms","Windows","Standard","Standard","12","48","16","1023","96","0.547","404.780"
"Esv4 Series","Standard_E16-8s_v4","E16-8s_v4","E16-8s v4","Linux","Standard","Standard","16","128","32","1023","0","1.008","745.920"
"Dv4 Series","Standard_D16_v4","D16_v4_Low_Priority","D16 v4","Windows","Low Priority","Low Priority","16","64","32","1023","0","0.602","445.480"
"BS Series","Standard_B4ms","B4ms","B4ms","Linux","Standard","Standard","4","16","8","1023","32","0.166","122.840"
"Edsv4 Series","Standard_E64-32ds_v4","E64-32ds_v4_Low_Priority","E64-32ds v4","Linux","Low Priority","Low Priority","64","504","32","1023","2400","0.922","682.280"
"Esv4 Series","Standard_E8s_v4","E8s_v4","E8s v4","Windows","Standard","Standard","8","64","16","1023","0","0.872","645.280"
"Edsv4 Series","Standard_E32-16ds_v4","E32-16ds_v4","E32-16ds v4","Windows","Standard","Standard","32","256","32","1023","1200","3.776","2794.240"
"Dv4 Series","Standard_D64_v4","D64_v4_Low_Priority","D64 v4","Windows","Low Priority","Low Priority","64","256","32","1023","0","2.406","1780.440"
"Ddv4 Series","Standard_D16d_v4","D16d_v4_Low_Priority","D16d v4","Linux","Low Priority","Low Priority","16","64","32","1023","600","0.181","133.940"
"FSv2 Series","Standard_F72s_v2","F72s_v2_Low_Priority","F72s v2","Linux","Low Priority","Low Priority","72","144","32","1023","576","0.609","450.660"
"NC Promo Series","Standard_NC24rs_v3","NC24r","NC24r","Windows","Standard","Standard","24","448","32","1023","1344","2.846","2106.040"
"NC Promo Series","Standard_NC24r","NC24r","NC24r","Windows","Standard","Standard","24","224","64","1023","1440","2.846","2106.040"
"NC Promo Series","Standard_NC24r_Promo","NC24r","NC24r","Windows","Standard","Standard","24","224","64","1023","1440","2.846","2106.040"
"A Series","Standard_A0","A0_Low_Priority","A0","Linux","Low Priority","Low Priority","1","0.75","1","1023","20","0.004","2.960"
"A Series","Basic_A0","A0_Low_Priority","A0","Linux","Low Priority","Low Priority","1","0.75","1","1023","20","0.004","2.960"
"Eav4/Easv4 Series","Standard_E64-32as_v4","E64-32as_v4","E64-32as_v4","Linux","Standard","Standard","64","512","32","1023","864","4.032","2983.680"
"Ddv4 Series","Standard_D32d_v4","D32d_v4","D32d v4","Windows","Standard","Standard","32","128","32","1023","1200","3.28","2427.20"
"Ev4 Series","Standard_E16_v4","E16_v4","E16 v4","Windows","Standard","Standard","16","128","32","1023","0","1.744","1290.560"
"NC Series","Standard_NC24rs_v3","NC24_Low_Priority","NC24","Linux","Low Priority","Low Priority","24","448","32","1023","1344","0.72","532.80"
"NC Series","Standard_NC24s_v3","NC24_Low_Priority","NC24","Linux","Low Priority","Low Priority","24","448","32","1023","1344","0.72","532.80"
"NC Series","Standard_NC24","NC24_Low_Priority","NC24","Linux","Low Priority","Low Priority","24","224","64","1023","1440","0.72","532.80"
"NC Series","Standard_NC24r","NC24_Low_Priority","NC24","Linux","Low Priority","Low Priority","24","224","64","1023","1440","0.72","532.80"
"NC Series","Standard_NC24_Promo","NC24_Low_Priority","NC24","Linux","Low Priority","Low Priority","24","224","64","1023","1440","0.72","532.80"
"NC Series","Standard_NC24r_Promo","NC24_Low_Priority","NC24","Linux","Low Priority","Low Priority","24","224","64","1023","1440","0.72","532.80"
"Esv4 Series","Standard_E4s_v4","E4s_v4_Low_Priority","E4s v4","Linux","Low Priority","Low Priority","4","32","8","1023","0","0.0504","37.2960"
"NCasv3 T4 Series","Standard_NC64as_T4_v3","NC64as_T4_v3","NC64as T4 v3","Windows","Standard","Standard","64","448","32","1023","2816","7.296","5399.040"
"LSv2 Series","Standard_L80s_v2","L80s_v2_Low_Priority","L80s v2","Windows","Low Priority","Low Priority","80","640","32","1023","17880","3.968","2936.320"
"Edsv4 Series","Standard_E16ds_v4","E16ds_v4","E16ds v4","Linux","Standard","Standard","16","128","32","1023","600","1.152","852.480"
"Esv4 Series","Standard_E8-4s_v4","E8-4s_v4","E8-4s v4","Linux","Standard","Standard","8","64","16","1023","0","0.504","372.960"
"Eav4/Easv4 Series","Standard_E32-8as_v4","E32-8as_v4","E32-8as_v4","Linux","Standard","Standard","32","256","32","1023","512","2.016","1491.840"
"Ev4 Series","Standard_E16_v4","E16_v4","E16 v4","Linux","Standard","Standard","16","128","32","1023","0","1.008","745.920"
"MS Series","Standard_M128ms","M128ms","M128ms","Linux","Standard","Standard","128","3800","64","1023","4000","26.688","19749.120"
"A Series","Basic_A1","A1","A1","Linux","Basic","Basic","1","1.75","2","1023","40","0.024","17.760"
"Edsv4 Series","Standard_E8-4ds_v4","E8-4ds_v4_Low_Priority","E8-4ds v4","Windows","Low Priority","Low Priority","8","64","16","1023","300","0.378","279.720"
"NVasv4 Series","Standard_NV16as_v4","NV16as_v4_Low_Priority","NV16as v4","Windows","Low Priority","Low Priority","16","56","32","1023","352","0.667","493.580"
"NVSv3 Series","Standard_NV24s_v3","NV24s_v3","NV24s v3","Windows","Standard","Standard","24","224","24","1023","672","3.384","2504.160"
"Edsv4 Series","Standard_E16-8ds_v4","E16-8ds_v4","E16-8ds v4","Linux","Standard","Standard","16","128","32","1023","600","1.152","852.480"
"FSv2 Series","Standard_F2s_v2","F2s_v2_Low_Priority","F2s v2","Linux","Low Priority","Low Priority","2","4","4","1023","16","0.0169","12.5060"
"MS Series","Standard_M128ms","M128ms","M128ms","Windows","Standard","Standard","128","3800","64","1023","4000","35.814","26502.360"
"Edsv4 Series","Standard_E32-8ds_v4","E32-8ds_v4","E32-8ds v4","Linux","Standard","Standard","32","256","32","1023","1200","2.304","1704.960"
"BS Series","Standard_B1s","B1s","B1s","Windows","Standard","Standard","1","1","2","1023","4","0.014","10.360"
"LS Series","Standard_L32s_v2","L32s","L32s","Windows","Standard","Standard","32","256","32","1023","7152","4.365","3230.100"
"LS Series","Standard_L32s","L32s","L32s","Windows","Standard","Standard","32","256","64","1023","5630","4.365","3230.100"
"LSv2 Series","Standard_L48s_v2","L48s_v2_Low_Priority","L48s v2","Linux","Low Priority","Low Priority","48","384","32","1023","10728","0.749","554.260"
"Eav4/Easv4 Series","Standard_E16-4as_v4","E16-4as_v4_Low_Priority","E16-4as_v4","Linux","Low Priority","Low Priority","16","128","32","1023","256","0.202","149.480"
"NVasv4 Series","Standard_NV8as_v4","NV8as_v4_Low_Priority","NV8as v4","Linux","Low Priority","Low Priority","8","28","16","1023","176","0.0932","68.9680"
"Esv4 Series","Standard_E64-16s_v4","E64-16s_v4","E64-16s v4","Windows","Standard","Standard","64","504","32","1023","0","6.976","5162.240"
"Eav4/Easv4 Series","Standard_E96-24as_v4","E96-24as_v4_Low_Priority","E96-24as_v4","Windows","Low Priority","Low Priority","96","672","32","1023","1344","4.186","3097.640"
"Esv4 Series","Standard_E80is_v4","E80is_v4_Low_Priority","E80is v4","Windows","Low Priority","Low Priority","80","504","32","1023","0","3.488","2581.120"
"LSv2 Series","Standard_L48s_v2","L48s_v2_Low_Priority","L48s v2","Windows","Low Priority","Low Priority","48","384","32","1023","10728","2.381","1761.940"
"NVSv3 Series","Standard_NV24s_v3","NV24s_v3_Low_Priority","NV24s v3","Linux","Low Priority","Low Priority","24","224","24","1023","672","0.456","337.440"
"Edsv4 Series","Standard_E32ds_v4","E32ds_v4_Low_Priority","E32ds v4","Windows","Low Priority","Low Priority","32","256","32","1023","1200","1.51","1117.40"
"NVasv4 Series","Standard_NV32as_v4","NV32as_v4","NV32as v4","Linux","Standard","Standard","32","112","32","1023","704","1.864","1379.360"
"Ddsv4 Series","Standard_D16ds_v4","D16ds_v4","D16ds v4","Linux","Standard","Standard","16","64","32","1023","600","0.904","668.960"
"Edsv4 Series","Standard_E8ds_v4","E8ds_v4_Low_Priority","E8ds v4","Windows","Low Priority","Low Priority","8","64","16","1023","300","0.378","279.720"
"Dsv4 Series","Standard_D4s_v4","D4s_v4_Low_Priority","D4s v4","Linux","Low Priority","Low Priority","4","16","8","1023","0","0.0384","28.4160"
"Edv4 Series","Standard_E2d_v4","E2d_v4_Low_Priority","E2d v4","Windows","Low Priority","Low Priority","2","16","4","1023","75","0.0944","69.8560"
"MS Series","Standard_M64s","M64s","M64s","Windows","Standard","Standard","64","1000","64","1023","2000","9.613","7113.620"
"Dsv4 Series","Standard_D8s_v4","D8s_v4","D8s v4","Windows","Standard","Standard","8","32","16","1023","0","0.752","556.480"
"Esv4 Series","Standard_E32-8s_v4","E32-8s_v4","E32-8s v4","Linux","Standard","Standard","32","256","32","1023","0","2.016","1491.840"
"A Series","Standard_A2m_v2","A2","A2","Windows","Standard","Standard","2","16","4","1023","20","0.18","133.20"
"A Series","Standard_A2_v2","A2","A2","Windows","Standard","Standard","2","4","4","1023","20","0.18","133.20"
"A Series","Standard_A2","A2","A2","Windows","Standard","Standard","2","3.5","4","1023","135","0.18","133.20"
"MS Series","Standard_M32ms","M32ms_Low_Priority","M32ms","Linux","Low Priority","Low Priority","32","875","32","1023","1000","1.2292","909.6080"
"Dv4 Series","Standard_D4_v4","D4_v4_Low_Priority","D4 v4","Windows","Low Priority","Low Priority","4","16","8","1023","0","0.15","111.00"
"Ddsv4 Series","Standard_D32ds_v4","D32ds_v4","D32ds v4","Windows","Standard","Standard","32","128","32","1023","1200","3.28","2427.20"
"Esv4 Series","Standard_E20s_v4","E20s_v4_Low_Priority","E20s v4","Linux","Low Priority","Low Priority","20","160","32","1023","0","0.252","186.480"
"NCSv3 Series","Standard_NC12s_v3","NC12s_v3","NC12s v3","Windows","Standard","Standard","12","224","24","1023","672","6.6816","4944.3840"
"Dv4 Series","Standard_D16_v4","D16_v4","D16 v4","Linux","Standard","Standard","16","64","32","1023","0","0.768","568.320"
"NV Promo Series","Standard_NV24","NV24","NV24","Windows","Standard","Standard","24","224","64","1023","1440","3.988","2951.120"
"NV Promo Series","Standard_NV24_Promo","NV24","NV24","Windows","Standard","Standard","24","224","64","1023","1440","3.988","2951.120"
"NV Promo Series","Standard_NV24s_v2","NV24","NV24","Windows","Standard","Standard","24","448","32","1023","1344","3.988","2951.120"
"NV Promo Series","Standard_NV24s_v3","NV24","NV24","Windows","Standard","Standard","24","224","24","1023","672","3.988","2951.120"
"FSv2 Series","Standard_F64s_v2","F64s_v2_Low_Priority","F64s v2","Windows","Low Priority","Low Priority","64","128","32","1023","512","2.084","1542.160"
"Edv4 Series","Standard_E2d_v4","E2d_v4_Low_Priority","E2d v4","Linux","Low Priority","Low Priority","2","16","4","1023","75","0.0288","21.3120"
"Ev4 Series","Standard_E4_v4","E4_v4","E4 v4","Windows","Standard","Standard","4","32","8","1023","0","0.436","322.640"
"Edv4 Series","Standard_E16d_v4","E16d_v4_Low_Priority","E16d v4","Windows","Low Priority","Low Priority","16","128","32","1023","600","0.755","558.700"
"Edsv4 Series","Standard_E4-2ds_v4","E4-2ds_v4","E4-2ds v4","Windows","Standard","Standard","4","32","8","1023","150","0.472","349.280"
"Dv4 Series","Standard_D4_v4","D4_v4_Low_Priority","D4 v4","Linux","Low Priority","Low Priority","4","16","8","1023","0","0.0384","28.4160"
"Dsv4 Series","Standard_D16s_v4","D16s_v4_Low_Priority","D16s v4","Linux","Low Priority","Low Priority","16","64","32","1023","0","0.154","113.960"
"Dsv4 Series","Standard_D48s_v4","D48s_v4_Low_Priority","D48s v4","Windows","Low Priority","Low Priority","48","192","32","1023","0","1.805","1335.700"
"NCSv3 Series","Standard_NC6s_v3","NC6s_v3_Low_Priority","NC6s v3","Windows","Low Priority","Low Priority","6","112","12","1023","336","1.33632","988.87680"
"Esv4 Series","Standard_E4-2s_v4","E4-2s_v4_Low_Priority","E4-2s v4","Linux","Low Priority","Low Priority","4","32","8","1023","0","0.0504","37.2960"
"Ev4 Series","Standard_E64_v4","E64_v4","E64 v4","Windows","Standard","Standard","64","504","32","1023","0","6.976","5162.240"
"NVSv3 Series","Standard_NV48s_v3","NV48s_v3","NV48s v3","Windows","Standard","Standard","48","448","32","1023","1344","6.768","5008.320"
"Esv4 Series","Standard_E16-4s_v4","E16-4s_v4","E16-4s v4","Windows","Standard","Standard","16","128","32","1023","0","1.744","1290.560"
"A Series","Standard_A3","A3_Low_Priority","A3","Linux","Low Priority","Low Priority","4","7","8","1023","285","0.0352","26.0480"
"A Series","Basic_A3","A3_Low_Priority","A3","Linux","Low Priority","Low Priority","4","7","8","1023","120","0.0352","26.0480"
"Ev4 Series","Standard_E48_v4","E48_v4_Low_Priority","E48 v4","Windows","Low Priority","Low Priority","48","384","32","1023","0","2.093","1548.820"
"Dsv4 Series","Standard_D16s_v4","D16s_v4","D16s v4","Linux","Standard","Standard","16","64","32","1023","0","0.768","568.320"
"NCSv3 Series","Standard_NC24rs_v3","NC24rs_v3_Low_Priority","NC24rs v3","Windows","Low Priority","Low Priority","24","448","32","1023","1344","5.83488","4317.81120"
"LS Series","Standard_L32s_v2","L32s","L32s","Linux","Standard","Standard","32","256","32","1023","7152","2.746","2032.040"
"LS Series","Standard_L32s","L32s","L32s","Linux","Standard","Standard","32","256","64","1023","5630","2.746","2032.040"
"LS Series","Standard_L8s_v2","L8s_Low_Priority","L8s","Windows","Low Priority","Low Priority","8","64","16","1023","1788","0.436","322.640"
"LS Series","Standard_L8s","L8s_Low_Priority","L8s","Windows","Low Priority","Low Priority","8","64","32","1023","1388","0.436","322.640"
"NC Series","Standard_NC6s_v3","NC6","NC6","Linux","Standard","Standard","6","112","12","1023","336","0.9","666.0"
"NC Series","Standard_NC6","NC6","NC6","Linux","Standard","Standard","6","56","24","1023","380","0.9","666.0"
"NC Series","Standard_NC6_Promo","NC6","NC6","Linux","Standard","Standard","6","56","24","1023","380","0.9","666.0"
"NC Series","Standard_NC64as_T4_v3","NC6","NC6","Linux","Standard","Standard","64","448","32","1023","2816","0.9","666.0"
"Esv4 Series","Standard_E2s_v4","E2s_v4_Low_Priority","E2s v4","Windows","Low Priority","Low Priority","2","16","4","1023","0","0.0872","64.5280"
"Edsv4 Series","Standard_E32-8ds_v4","E32-8ds_v4_Low_Priority","E32-8ds v4","Windows","Low Priority","Low Priority","32","256","32","1023","1200","1.51","1117.40"
"A Series","Standard_A6","A6","A6","Windows","Standard","Standard","4","28","8","1023","285","0.6","444.0"
"Dv4 Series","Standard_D4_v4","D4_v4","D4 v4","Linux","Standard","Standard","4","16","8","1023","0","0.192","142.080"
"Esv4 Series","Standard_E64-16s_v4","E64-16s_v4_Low_Priority","E64-16s v4","Windows","Low Priority","Low Priority","64","504","32","1023","0","2.79","2064.60"
"A Series","Standard_A4m_v2","A4","A4","Windows","Standard","Standard","4","32","8","1023","40","0.72","532.80"
"A Series","Standard_A4_v2","A4","A4","Windows","Standard","Standard","4","8","8","1023","40","0.72","532.80"
"A Series","Standard_A4","A4","A4","Windows","Standard","Standard","8","14","16","1023","605","0.72","532.80"
"Esv4 Series","Standard_E64-32s_v4","E64-32s_v4_Low_Priority","E64-32s v4","Linux","Low Priority","Low Priority","64","504","32","1023","0","0.806","596.440"
"A Series","Basic_A4","A4","A4","Windows","Basic","Basic","8","14","16","1023","240","0.592","438.080"
"Edsv4 Series","Standard_E32-16ds_v4","E32-16ds_v4_Low_Priority","E32-16ds v4","Linux","Low Priority","Low Priority","32","256","32","1023","1200","0.461","341.140"
"Edsv4 Series","Standard_E48ds_v4","E48ds_v4_Low_Priority","E48ds v4","Linux","Low Priority","Low Priority","48","384","32","1023","1800","0.691","511.340"
"NCSv3 Series","Standard_NC24s_v3","NC24s_v3_Low_Priority","NC24s v3","Windows","Low Priority","Low Priority","24","448","32","1023","1344","5.34528","3955.50720"
"MS Series","Standard_M32ms","M32ms","M32ms","Linux","Standard","Standard","32","875","32","1023","1000","6.146","4548.040"
"NCasv3 T4 Series","Standard_NC4as_T4_v3","NC4as_T4_v3","NC4as T4 v3","Linux","Standard","Standard","4","28","8","1023","176","0.526","389.240"
"Ddv4 Series","Standard_D2d_v4","D2d_v4","D2d v4","Linux","Standard","Standard","2","8","4","1023","75","0.113","83.620"
"Av2 Series","Standard_A8m_v2","A8m_v2_Low_Priority","A8m v2","Linux","Low Priority","Low Priority","8","64","16","1023","80","0.105","77.700"
"NCSv3 Series","Standard_NC24rs_v3","NC24rs_v3","NC24rs v3","Windows","Standard","Standard","24","448","32","1023","1344","14.5872","10794.5280"
"A Series","Basic_A3","A3","A3","Windows","Basic","Basic","4","7","8","1023","120","0.296","219.040"
"Edsv4 Series","Standard_E2ds_v4","E2ds_v4_Low_Priority","E2ds v4","Linux","Low Priority","Low Priority","2","16","4","1023","75","0.0288","21.3120"
"Dv4 Series","Standard_D8_v4","D8_v4","D8 v4","Windows","Standard","Standard","8","32","16","1023","0","0.752","556.480"
"FSv2 Series","Standard_F2s_v2","F2s_v2","F2s v2","Windows","Standard","Standard","2","4","4","1023","16","0.163","120.620"
"Av2 Series","Standard_A4m_v2","A4m_v2_Low_Priority","A4m v2","Windows","Low Priority","Low Priority","4","32","8","1023","40","0.151","111.740"
"Av2 Series","Standard_A4_v2","A4_v2","A4 v2","Linux","Standard","Standard","4","8","8","1023","40","0.191","141.340"
"NCSv3 Series","Standard_NC24s_v3","NC24s_v3","NC24s v3","Linux","Standard","Standard","24","448","32","1023","1344","12.24","9057.60"
"Ddsv4 Series","Standard_D8ds_v4","D8ds_v4","D8ds v4","Windows","Standard","Standard","8","32","16","1023","300","0.82","606.80"
"NC Promo Series","Standard_NC6s_v3","NC6","NC6","Windows","Standard","Standard","6","112","12","1023","336","0.672","497.280"
"NC Promo Series","Standard_NC6","NC6","NC6","Windows","Standard","Standard","6","56","24","1023","380","0.672","497.280"
"NC Promo Series","Standard_NC6_Promo","NC6","NC6","Windows","Standard","Standard","6","56","24","1023","380","0.672","497.280"
"NC Promo Series","Standard_NC64as_T4_v3","NC6","NC6","Windows","Standard","Standard","64","448","32","1023","2816","0.672","497.280"
"A Series","Standard_A2m_v2","A2_Low_Priority","A2","Linux","Low Priority","Low Priority","2","16","4","1023","20","0.0136","10.0640"
"A Series","Standard_A2_v2","A2_Low_Priority","A2","Linux","Low Priority","Low Priority","2","4","4","1023","20","0.0136","10.0640"
"A Series","Standard_A2","A2_Low_Priority","A2","Linux","Low Priority","Low Priority","2","3.5","4","1023","135","0.0136","10.0640"
"A Series","Basic_A2","A2_Low_Priority","A2","Linux","Low Priority","Low Priority","2","3.5","4","1023","60","0.0136","10.0640"
"MS Series","Standard_M8ms","M8ms","M8ms","Linux","Standard","Standard","8","218.75","8","1023","250","1.5365","1137.0100"
"NV Series","Standard_NV24","NV24_Low_Priority","NV24","Windows","Low Priority","Low Priority","24","224","64","1023","1440","2.257","1670.180"
"NV Series","Standard_NV24_Promo","NV24_Low_Priority","NV24","Windows","Low Priority","Low Priority","24","224","64","1023","1440","2.257","1670.180"
"NV Series","Standard_NV24s_v2","NV24_Low_Priority","NV24","Windows","Low Priority","Low Priority","24","448","32","1023","1344","2.257","1670.180"
"NV Series","Standard_NV24s_v3","NV24_Low_Priority","NV24","Windows","Low Priority","Low Priority","24","224","24","1023","672","2.257","1670.180"
"Dv4 Series","Standard_D32_v4","D32_v4_Low_Priority","D32 v4","Linux","Low Priority","Low Priority","32","128","32","1023","0","0.307","227.180"
"NV Promo Series","Standard_NV12","NV12","NV12","Windows","Standard","Standard","12","112","48","1023","680","1.994","1475.560"
"NV Promo Series","Standard_NV12_Promo","NV12","NV12","Windows","Standard","Standard","12","112","48","1023","680","1.994","1475.560"
"NV Promo Series","Standard_NV12s_v2","NV12","NV12","Windows","Standard","Standard","12","224","24","1023","672","1.994","1475.560"
"NV Promo Series","Standard_NV12s_v3","NV12","NV12","Windows","Standard","Standard","12","112","12","1023","336","1.994","1475.560"
"MSv2 Series","Standard_M208s_v2","M208s_v2","M208s v2","Windows","Standard","Standard","208","2850","64","1023","4096","31.878","23589.720"
"Ev4 Series","Standard_E32_v4","E32_v4","E32 v4","Windows","Standard","Standard","32","256","32","1023","0","3.488","2581.120"
"LS Series","Standard_L4s","L4s","L4s","Linux","Standard","Standard","4","32","16","1023","678","0.343","253.820"
"MS Series","Standard_M32ls","M32ls_Low_Priority","M32ls","Linux","Low Priority","Low Priority","32","256","32","1023","1000","0.5746","425.2040"
"Ev4 Series","Standard_E8_v4","E8_v4_Low_Priority","E8 v4","Windows","Low Priority","Low Priority","8","64","16","1023","0","0.349","258.260"
"Dsv4 Series","Standard_D32s_v4","D32s_v4","D32s v4","Linux","Standard","Standard","32","128","32","1023","0","1.536","1136.640"
"MS Series","Standard_M128s","M128s_Low_Priority","M128s","Windows","Low Priority","Low Priority","128","2000","64","1023","4000","7.69","5690.60"
"LSv2 Series","Standard_L80s_v2","L80s_v2","L80s v2","Linux","Standard","Standard","80","640","32","1023","17880","6.24","4617.60"
"Eav4/Easv4 Series","Standard_E32-16as_v4","E32-16as_v4_Low_Priority","E32-16as_v4","Windows","Low Priority","Low Priority","32","256","32","1023","512","1.395","1032.300"
"Ddsv4 Series","Standard_D2ds_v4","D2ds_v4","D2ds v4","Linux","Standard","Standard","2","8","4","1023","75","0.113","83.620"
"MS Series","Standard_M32ms","M32ms_Low_Priority","M32ms","Windows","Low Priority","Low Priority","32","875","32","1023","1000","3.371","2494.540"
"Edv4 Series","Standard_E64d_v4","E64d_v4_Low_Priority","E64d v4","Windows","Low Priority","Low Priority","64","504","32","1023","2400","3.021","2235.540"
"MS Series","Standard_M32ts","M32ts","M32ts","Linux","Standard","Standard","32","192","32","1023","1000","2.707","2003.180"
"Edsv4 Series","Standard_E4-2ds_v4","E4-2ds_v4","E4-2ds v4","Linux","Standard","Standard","4","32","8","1023","150","0.288","213.120"
"FSv2 Series","Standard_F72s_v2","F72s_v2","F72s v2","Linux","Standard","Standard","72","144","32","1023","576","3.045","2253.300"
"A Series","Standard_A3","A3","A3","Linux","Standard","Standard","4","7","8","1023","285","0.24","177.60"
"Edv4 Series","Standard_E8d_v4","E8d_v4","E8d v4","Linux","Standard","Standard","8","64","16","1023","300","0.576","426.240"
"NC Promo Series","Standard_NC24rs_v3","NC24","NC24","Linux","Standard","Standard","24","448","32","1023","1344","1.584","1172.160"
"NC Promo Series","Standard_NC24s_v3","NC24","NC24","Linux","Standard","Standard","24","448","32","1023","1344","1.584","1172.160"
"NC Promo Series","Standard_NC24","NC24","NC24","Linux","Standard","Standard","24","224","64","1023","1440","1.584","1172.160"
"NC Promo Series","Standard_NC24r","NC24","NC24","Linux","Standard","Standard","24","224","64","1023","1440","1.584","1172.160"
"NC Promo Series","Standard_NC24_Promo","NC24","NC24","Linux","Standard","Standard","24","224","64","1023","1440","1.584","1172.160"
"NC Promo Series","Standard_NC24r_Promo","NC24","NC24","Linux","Standard","Standard","24","224","64","1023","1440","1.584","1172.160"
"NCasv3 T4 Series","Standard_NC16as_T4_v3","NC16as_T4_v3","NC16as T4 v3","Windows","Standard","Standard","16","112","32","1023","352","1.94","1435.60"
"NVasv4 Series","Standard_NV16as_v4","NV16as_v4_Low_Priority","NV16as v4","Linux","Low Priority","Low Priority","16","56","32","1023","352","0.186","137.640"
"A Series","Standard_A7","A7_Low_Priority","A7","Windows","Low Priority","Low Priority","8","56","16","1023","605","0.48","355.20"
"Eav4/Easv4 Series","Standard_E4-2as_v4","E4-2as_v4_Low_Priority","E4-2as_v4","Linux","Low Priority","Low Priority","4","32","8","1023","64","0.0504","37.2960"
"Dsv4 Series","Standard_D48s_v4","D48s_v4","D48s v4","Windows","Standard","Standard","48","192","32","1023","0","4.512","3338.880"
"Edsv4 Series","Standard_E16-8ds_v4","E16-8ds_v4_Low_Priority","E16-8ds v4","Windows","Low Priority","Low Priority","16","128","32","1023","600","0.755","558.700"
"Eav4/Easv4 Series","Standard_E16-8as_v4","E16-8as_v4_Low_Priority","E16-8as_v4","Linux","Low Priority","Low Priority","16","128","32","1023","256","0.202","149.480"
"Ev4 Series","Standard_E20_v4","E20_v4_Low_Priority","E20 v4","Linux","Low Priority","Low Priority","20","160","32","1023","0","0.252","186.480"
"Ev4 Series","Standard_E4_v4","E4_v4_Low_Priority","E4 v4","Linux","Low Priority","Low Priority","4","32","8","1023","0","0.0504","37.2960"
"Dsv4 Series","Standard_D4s_v4","D4s_v4","D4s v4","Windows","Standard","Standard","4","16","8","1023","0","0.376","278.240"
"Esv4 Series","Standard_E48s_v4","E48s_v4","E48s v4","Windows","Standard","Standard","48","384","32","1023","0","5.232","3871.680"
"Ev4 Series","Standard_E64_v4","E64_v4_Low_Priority","E64 v4","Windows","Low Priority","Low Priority","64","504","32","1023","0","2.79","2064.60"
"A Series","Standard_A0","A0","A0","Linux","Standard","Standard","1","0.75","1","1023","20","0.02","14.80"
"MS Series","Standard_M32ls","M32ls","M32ls","Windows","Standard","Standard","32","256","32","1023","1000","4.345","3215.300"
"NVSv3 Series","Standard_NV48s_v3","NV48s_v3_Low_Priority","NV48s v3","Windows","Low Priority","Low Priority","48","448","32","1023","1344","2.707","2003.180"
"MSv2 Series","Standard_M416s_v2","M416s_v2","M416s v2","Linux","Standard","Standard","416","5700","64","1023","8192","49.58","36689.20"
"LSv2 Series","Standard_L16s_v2","L16s_v2","L16s v2","Linux","Standard","Standard","16","128","32","1023","3576","1.248","923.520"
"A Series","Standard_A3","A3_Low_Priority","A3","Windows","Low Priority","Low Priority","4","7","8","1023","285","0.144","106.560"
"A Series","Basic_A3","A3_Low_Priority","A3","Windows","Low Priority","Low Priority","4","7","8","1023","120","0.144","106.560"
"LS Series","Standard_L4s","L4s","L4s","Windows","Standard","Standard","4","32","16","1023","678","0.546","404.040"
"Esv4 Series","Standard_E4s_v4","E4s_v4","E4s v4","Windows","Standard","Standard","4","32","8","1023","0","0.436","322.640"
"FSv2 Series","Standard_F4s_v2","F4s_v2_Low_Priority","F4s v2","Linux","Low Priority","Low Priority","4","8","8","1023","32","0.0338","25.0120"
"Ddsv4 Series","Standard_D8ds_v4","D8ds_v4","D8ds v4","Linux","Standard","Standard","8","32","16","1023","300","0.452","334.480"
"Dsv4 Series","Standard_D32s_v4","D32s_v4","D32s v4","Windows","Standard","Standard","32","128","32","1023","0","3.008","2225.920"
"FSv2 Series","Standard_F48s_v2","F48s_v2","F48s v2","Linux","Standard","Standard","48","96","32","1023","384","2.03","1502.20"
"Esv4 Series","Standard_E32-8s_v4","E32-8s_v4_Low_Priority","E32-8s v4","Windows","Low Priority","Low Priority","32","256","32","1023","0","1.395","1032.300"
"MS Series","Standard_M64ls","M64ls_Low_Priority","M64ls","Linux","Low Priority","Low Priority","64","512","64","1023","2000","1.083","801.420"
"NV Series","Standard_NV12","NV12","NV12","Windows","Standard","Standard","12","112","48","1023","680","2.822","2088.280"
"NV Series","Standard_NV12_Promo","NV12","NV12","Windows","Standard","Standard","12","112","48","1023","680","2.822","2088.280"
"NV Series","Standard_NV12s_v2","NV12","NV12","Windows","Standard","Standard","12","224","24","1023","672","2.822","2088.280"
"NV Series","Standard_NV12s_v3","NV12","NV12","Windows","Standard","Standard","12","112","12","1023","336","2.822","2088.280"
"NVasv4 Series","Standard_NV4as_v4","NV4as_v4","NV4as v4","Windows","Standard","Standard","4","14","8","1023","88","0.417","308.580"
"NCSv3 Series","Standard_NC24s_v3","NC24s_v3_Low_Priority","NC24s v3","Linux","Low Priority","Low Priority","24","448","32","1023","1344","2.448","1811.520"
"BS Series","Standard_B8ms","B8ms","B8ms","Windows","Standard","Standard","8","32","16","1023","64","0.365","270.100"
